pkt,sample_idx,rssi,ant_array,channel,i,q
0,0,-72,1,3,348,-76
0,1,-72,1,3,295,-199
0,2,-72,1,3,196,-304
0,3,-72,1,3,81,-354
0,4,-72,1,3,-46,-361
0,5,-72,1,3,-183,-318
0,6,-72,1,3,-282,-241
0,7,-72,1,3,-344,-132
0,8,-72,1,3,-358,12
0,9,-72,1,3,-326,142
0,10,-72,1,3,-256,252
0,11,-72,1,3,-140,334
0,12,-72,1,3,-18,360
0,13,-72,1,3,123,333
0,14,-72,1,3,232,265
0,15,-72,1,3,313,165
0,16,-72,1,3,357,32
0,17,-72,1,3,349,-91
0,18,-72,1,3,299,-202
0,19,-72,1,3,197,-298
0,20,-72,1,3,80,-346
0,21,-72,1,3,-49,-351
0,22,-72,1,3,-187,-305
0,23,-72,1,3,-285,-218
0,24,-72,1,3,-351,-84
0,25,-72,1,3,-355,50
0,26,-72,1,3,-311,177
0,27,-72,1,3,-211,286
0,28,-72,1,3,-95,346
0,29,-72,1,3,32,361
0,30,-72,1,3,169,326
0,31,-72,1,3,270,254
0,32,-72,1,3,337,149
0,33,-72,1,3,361,8
0,34,-72,1,3,338,-119
0,35,-72,1,3,266,-240
0,36,-72,1,3,171,-313
0,37,-72,1,3,58,-352
0,38,-72,1,3,-78,-357
0,39,-72,1,3,-193,-318
0,40,-72,1,3,-289,-219
0,41,-72,1,3,-353,-15
0,42,-72,1,3,-348,237
0,43,-72,1,3,-270,491
0,44,-72,1,3,-92,697
0,45,-72,1,3,129,743
0,46,-72,1,3,398,649
0,47,-72,1,3,599,450
0,48,-72,1,3,715,188
0,49,-72,1,3,703,-138
0,50,-72,1,3,573,-407
0,51,-72,1,3,352,-613
0,52,-72,1,3,49,-716
0,53,-72,1,3,-215,-688
0,54,-72,1,3,-459,-524
0,55,-72,1,3,-605,-303
0,56,-72,1,3,-676,-68
0,57,-72,1,3,-664,136
0,58,-72,1,3,-589,226
0,59,-72,1,3,-474,245
0,60,-72,1,3,-329,243
0,61,-72,1,3,-207,270
0,62,-72,1,3,-94,324
0,63,-72,1,3,35,368
0,64,-72,1,3,165,332
0,65,-72,1,3,321,171
0,66,-72,1,3,428,-74
0,67,-72,1,3,454,-351
0,68,-72,1,3,352,-615
0,69,-72,1,3,136,-735
0,70,-72,1,3,-142,-729
0,71,-72,1,3,-444,-579
0,72,-72,1,3,-643,-359
0,73,-72,1,3,-733,-84
0,74,-72,1,3,-679,238
0,75,-72,1,3,-516,486
0,76,-72,1,3,-242,665
0,77,-72,1,3,30,707
0,78,-72,1,3,285,631
0,79,-72,1,3,513,435
0,80,-72,1,3,638,224
0,81,-72,1,3,678,44
0,82,-72,1,3,626,-78
0,83,-72,1,3,520,-125
0,84,-72,1,3,393,-156
0,85,-72,1,3,264,-218
0,86,-72,1,3,169,-296
0,87,-72,1,3,61,-367
0,88,-72,1,3,-73,-361
0,89,-72,1,3,-248,-261
0,90,-72,1,3,-452,-45
0,91,-72,1,3,-566,209
0,92,-72,1,3,-555,459
0,93,-72,1,3,-367,663
0,94,-72,1,3,-97,744
0,95,-72,1,3,206,710
0,96,-72,1,3,499,536
0,97,-72,1,3,665,290
0,98,-72,1,3,708,-42
0,99,-72,1,3,623,-326
0,100,-72,1,3,445,-551
0,101,-72,1,3,176,-686
0,102,-72,1,3,-84,-691
0,103,-72,1,3,-326,-601
0,104,-72,1,3,-533,-437
0,105,-72,1,3,-622,-289
0,106,-72,1,3,-614,-173
0,107,-72,1,3,-521,-77
0,108,-72,1,3,-413,5
0,109,-72,1,3,-316,117
0,110,-72,1,3,-260,229
0,111,-72,1,3,-194,325
0,112,-72,1,3,-60,376
0,113,-72,1,3,141,334
0,114,-72,1,3,377,202
0,115,-72,1,3,583,-36
0,116,-72,1,3,644,-278
0,117,-72,1,3,560,-501
0,118,-72,1,3,324,-676
0,119,-72,1,3,57,-743
0,120,-72,1,3,-245,-697
0,121,-72,1,3,-472,-548
0,122,-72,1,3,-628,-313
0,123,-72,1,3,-692,6
0,124,-72,1,3,-643,280
0,125,-72,1,3,-502,499
0,126,-72,1,3,-259,647
0,127,-72,1,3,-7,685
0,128,-72,1,3,226,651
0,129,-72,1,3,402,555
0,130,-72,1,3,453,446
0,131,-72,1,3,422,315
0,132,-72,1,3,369,194
0,133,-72,1,3,340,70
0,134,-72,1,3,338,-69
0,135,-72,1,3,323,-185
0,136,-72,1,3,242,-288
0,137,-72,1,3,34,-368
0,138,-72,1,3,-222,-385
0,139,-72,1,3,-485,-322
0,140,-72,1,3,-689,-145
