pkt,sample_idx,rssi,ant_array,channel,i,q
0,0,-72,1,3,-323,123
0,1,-72,1,3,-264,232
0,2,-72,1,3,-160,320
0,3,-72,1,3,-42,354
0,4,-72,1,3,83,344
0,5,-72,1,3,210,280
0,6,-72,1,3,297,186
0,7,-72,1,3,345,68
0,8,-72,1,3,344,-72
0,9,-72,1,3,295,-185
0,10,-72,1,3,209,-275
0,11,-72,1,3,79,-335
0,12,-72,1,3,-44,-346
0,13,-72,1,3,-173,-305
0,14,-72,1,3,-265,-226
0,15,-72,1,3,-325,-116
0,16,-72,1,3,-345,28
0,17,-72,1,3,-314,152
0,18,-72,1,3,-239,254
0,19,-72,1,3,-114,325
0,20,-72,1,3,14,340
0,21,-72,1,3,139,310
0,22,-72,1,3,257,230
0,23,-72,1,3,325,124
0,24,-72,1,3,355,-14
0,25,-72,1,3,333,-137
0,26,-72,1,3,270,-240
0,27,-72,1,3,158,-318
0,28,-72,1,3,41,-350
0,29,-72,1,3,-81,-343
0,30,-72,1,3,-204,-292
0,31,-72,1,3,-287,-214
0,32,-72,1,3,-338,-110
0,33,-72,1,3,-349,24
0,34,-72,1,3,-319,143
0,35,-72,1,3,-241,254
0,36,-72,1,3,-137,318
0,37,-72,1,3,-8,343
0,38,-72,1,3,151,325
0,39,-72,1,3,274,257
0,40,-72,1,3,345,129
0,41,-72,1,3,327,-88
0,42,-72,1,3,209,-316
0,43,-72,1,3,19,-511
0,44,-72,1,3,-229,-615
0,45,-72,1,3,-435,-556
0,46,-72,1,3,-616,-353
0,47,-72,1,3,-699,-97
0,48,-72,1,3,-685,170
0,49,-72,1,3,-532,431
0,50,-72,1,3,-298,598
0,51,-72,1,3,-12,676
0,52,-72,1,3,302,632
0,53,-72,1,3,519,487
0,54,-72,1,3,652,229
0,55,-72,1,3,672,-36
0,56,-72,1,3,618,-272
0,57,-72,1,3,517,-429
0,58,-72,1,3,425,-452
0,59,-72,1,3,344,-396
0,60,-72,1,3,250,-320
0,61,-72,1,3,148,-298
0,62,-72,1,3,25,-323
0,63,-72,1,3,-127,-342
0,64,-72,1,3,-246,-276
0,65,-72,1,3,-329,-74
0,66,-72,1,3,-323,196
0,67,-72,1,3,-229,464
0,68,-72,1,3,-32,662
0,69,-72,1,3,199,681
0,70,-72,1,3,432,562
0,71,-72,1,3,629,316
0,72,-72,1,3,705,53
0,73,-72,1,3,657,-216
0,74,-72,1,3,455,-477
0,75,-72,1,3,192,-635
0,76,-72,1,3,-127,-688
0,77,-72,1,3,-374,-617
0,78,-72,1,3,-555,-446
0,79,-72,1,3,-666,-181
0,80,-72,1,3,-689,50
0,81,-72,1,3,-652,212
0,82,-72,1,3,-560,278
0,83,-72,1,3,-454,258
0,84,-72,1,3,-341,229
0,85,-72,1,3,-219,245
0,86,-72,1,3,-111,308
0,87,-72,1,3,20,371
0,88,-72,1,3,150,345
0,89,-72,1,3,279,202
0,90,-72,1,3,382,-76
0,91,-72,1,3,384,-361
0,92,-72,1,3,276,-588
0,93,-72,1,3,42,-699
0,94,-72,1,3,-209,-672
0,95,-72,1,3,-443,-543
0,96,-72,1,3,-617,-301
0,97,-72,1,3,-665,-29
0,98,-72,1,3,-582,295
0,99,-72,1,3,-406,538
0,100,-72,1,3,-168,686
0,101,-72,1,3,123,702
0,102,-72,1,3,361,590
0,103,-72,1,3,548,399
0,104,-72,1,3,669,170
0,105,-72,1,3,684,22
0,106,-72,1,3,622,-42
0,107,-72,1,3,504,-43
0,108,-72,1,3,398,-44
0,109,-72,1,3,305,-106
0,110,-72,1,3,243,-216
0,111,-72,1,3,166,-325
0,112,-72,1,3,27,-375
0,113,-72,1,3,-157,-307
0,114,-72,1,3,-357,-135
0,115,-72,1,3,-509,133
0,116,-72,1,3,-526,372
0,117,-72,1,3,-407,563
0,118,-72,1,3,-149,679
0,119,-72,1,3,122,686
0,120,-72,1,3,399,566
0,121,-72,1,3,570,350
0,122,-72,1,3,638,57
0,123,-72,1,3,576,-294
0,124,-72,1,3,414,-547
0,125,-72,1,3,183,-690
0,126,-72,1,3,-110,-698
0,127,-72,1,3,-354,-589
0,128,-72,1,3,-537,-428
0,129,-72,1,3,-633,-258
0,130,-72,1,3,-608,-163
0,131,-72,1,3,-505,-108
0,132,-72,1,3,-402,-63
0,133,-72,1,3,-332,18
0,134,-72,1,3,-289,153
0,135,-72,1,3,-242,277
0,136,-72,1,3,-134,354
0,137,-72,1,3,84,334
0,138,-72,1,3,318,222
0,139,-72,1,3,521,36
0,140,-72,1,3,621,-214
0,141,-72,1,3,574,-426
0,142,-72,1,3,384,-608
0,143,-72,1,3,149,-696
0,144,-72,1,3,-107,-694
0,145,-72,1,3,-376,-565
0,146,-72,1,3,-561,-346
0,147,-72,1,3,-661,-64
0,148,-72,1,3,-645,261
0,149,-72,1,3,-511,493
0,150,-72,1,3,-259,651
0,151,-72,1,3,5,692
0,152,-72,1,3,239,663
0,153,-72,1,3,395,584
0,154,-72,1,3,407,499
0,155,-72,1,3,345,412
0,156,-72,1,3,271,310
0,157,-72,1,3,267,207
0,158,-72,1,3,318,87
0,159,-72,1,3,362,-63
0,160,-72,1,3,319,-196
0,161,-72,1,3,130,-314
0,162,-72,1,3,-126,-357
0,163,-72,1,3,-398,-311
0,164,-72,1,3,-618,-142
0,165,-72,1,3,-684,81
0,166,-72,1,3,-618,325
0,167,-72,1,3,-417,555
0,168,-72,1,3,-169,669
0,169,-72,1,3,108,669
0,170,-72,1,3,404,528
0,171,-72,1,3,601,300
0,172,-72,1,3,700,-15
0,173,-72,1,3,657,-287
0,174,-72,1,3,499,-505
0,175,-72,1,3,239,-659
0,176,-72,1,3,3,-702
0,177,-72,1,3,-163,-672
0,178,-72,1,3,-229,-583
0,179,-72,1,3,-200,-480
0,180,-72,1,3,-165,-377
0,181,-72,1,3,-194,-270
0,182,-72,1,3,-272,-173
0,183,-72,1,3,-356,-45
0,184,-72,1,3,-356,93
0,185,-72,1,3,-246,243
0,186,-72,1,3,1,383
0,187,-72,1,3,266,432
0,188,-72,1,3,502,377
0,189,-72,1,3,665,190
0,190,-72,1,3,694,-48
0,191,-72,1,3,618,-298
0,192,-72,1,3,422,-528
0,193,-72,1,3,168,-640
0,194,-72,1,3,-165,-633
0,195,-72,1,3,-443,-503
0,196,-72,1,3,-642,-285
0,197,-72,1,3,-726,11
0,198,-72,1,3,-658,271
0,199,-72,1,3,-490,485
0,200,-72,1,3,-262,643
0,201,-72,1,3,-100,684
0,202,-72,1,3,-19,640
0,203,-72,1,3,1,526
0,204,-72,1,3,18,412
0,205,-72,1,3,94,305
0,206,-72,1,3,205,231
0,207,-72,1,3,314,149
0,208,-72,1,3,358,9
0,209,-72,1,3,291,-166
0,210,-72,1,3,125,-354
