pkt,sample_idx,rssi,ant_array,channel,i,q
0,0,-68,1,8,474,41
0,1,-68,1,8,458,-140
0,2,-68,1,8,376,-303
0,3,-68,1,8,216,-430
0,4,-68,1,8,40,-475
0,5,-68,1,8,-164,-447
0,6,-68,1,8,-321,-359
0,7,-68,1,8,-435,-228
0,8,-68,1,8,-496,-50
0,9,-68,1,8,-480,118
0,10,-68,1,8,-387,296
0,11,-68,1,8,-243,415
0,12,-68,1,8,-64,477
0,13,-68,1,8,146,466
0,14,-68,1,8,310,374
0,15,-68,1,8,433,202
0,16,-68,1,8,480,21
0,17,-68,1,8,459,-159
0,18,-68,1,8,359,-328
0,19,-68,1,8,217,-434
0,20,-68,1,8,20,-488
0,21,-68,1,8,-158,-469
0,22,-68,1,8,-315,-383
0,23,-68,1,8,-438,-215
0,24,-68,1,8,-481,-28
0,25,-68,1,8,-447,184
0,26,-68,1,8,-349,339
0,27,-68,1,8,-199,440
0,28,-68,1,8,1,476
0,29,-68,1,8,183,438
0,30,-68,1,8,358,326
0,31,-68,1,8,461,179
0,32,-68,1,8,498,9
0,33,-68,1,8,461,-185
0,34,-68,1,8,356,-335
0,35,-68,1,8,186,-449
0,36,-68,1,8,15,-492
0,37,-68,1,8,-155,-469
0,38,-68,1,8,-325,-364
0,39,-68,1,8,-442,-213
0,40,-68,1,8,-494,2
0,41,-68,1,8,-430,207
0,42,-68,1,8,-238,388
0,43,-68,1,8,107,505
0,44,-68,1,8,443,491
0,45,-68,1,8,742,329
0,46,-68,1,8,868,81
0,47,-68,1,8,853,-214
0,48,-68,1,8,697,-529
0,49,-68,1,8,472,-730
0,50,-68,1,8,167,-821
0,51,-68,1,8,-111,-750
0,52,-68,1,8,-353,-559
0,53,-68,1,8,-541,-265
0,54,-68,1,8,-597,7
0,55,-68,1,8,-545,240
0,56,-68,1,8,-382,430
0,57,-68,1,8,-198,543
0,58,-68,1,8,-18,604
0,59,-68,1,8,89,607
0,60,-68,1,8,156,563
0,61,-68,1,8,229,467
0,62,-68,1,8,318,348
0,63,-68,1,8,430,183
0,64,-68,1,8,486,7
0,65,-68,1,8,443,-189
0,66,-68,1,8,240,-400
0,67,-68,1,8,-56,-521
0,68,-68,1,8,-432,-527
0,69,-68,1,8,-704,-382
0,70,-68,1,8,-846,-123
0,71,-68,1,8,-833,234
0,72,-68,1,8,-676,533
0,73,-68,1,8,-396,771
0,74,-68,1,8,-100,834
0,75,-68,1,8,184,752
0,76,-68,1,8,430,519
0,77,-68,1,8,563,255
0,78,-68,1,8,592,-36
0,79,-68,1,8,523,-253
0,80,-68,1,8,382,-417
0,81,-68,1,8,188,-540
0,82,-68,1,8,35,-597
0,83,-68,1,8,-87,-599
0,84,-68,1,8,-162,-549
0,85,-68,1,8,-237,-457
0,86,-68,1,8,-343,-316
0,87,-68,1,8,-441,-163
0,88,-68,1,8,-499,34
0,89,-68,1,8,-439,225
0,90,-68,1,8,-247,400
0,91,-68,1,8,97,523
0,92,-68,1,8,439,502
0,93,-68,1,8,746,318
0,94,-68,1,8,864,32
0,95,-68,1,8,821,-294
0,96,-68,1,8,610,-611
0,97,-68,1,8,338,-791
0,98,-68,1,8,2,-827
0,99,-68,1,8,-269,-716
0,100,-68,1,8,-469,-494
0,101,-68,1,8,-582,-181
0,102,-68,1,8,-581,86
0,103,-68,1,8,-475,325
0,104,-68,1,8,-315,469
0,105,-68,1,8,-137,556
0,106,-68,1,8,32,597
0,107,-68,1,8,129,592
0,108,-68,1,8,196,540
0,109,-68,1,8,258,452
0,110,-68,1,8,346,330
0,111,-68,1,8,456,160
0,112,-68,1,8,508,-18
0,113,-68,1,8,448,-232
0,114,-68,1,8,241,-404
0,115,-68,1,8,-82,-506
0,116,-68,1,8,-475,-468
0,117,-68,1,8,-743,-296
0,118,-68,1,8,-857,24
0,119,-68,1,8,-790,339
0,120,-68,1,8,-592,614
0,121,-68,1,8,-278,799
0,122,-68,1,8,20,820
0,123,-68,1,8,313,680
0,124,-68,1,8,496,450
0,125,-68,1,8,587,177
0,126,-68,1,8,580,-111
0,127,-68,1,8,484,-313
0,128,-68,1,8,300,-473
0,129,-68,1,8,110,-561
0,130,-68,1,8,-57,-602
0,131,-68,1,8,-184,-592
0,132,-68,1,8,-248,-529
0,133,-68,1,8,-309,-408
0,134,-68,1,8,-384,-265
0,135,-68,1,8,-466,-102
0,136,-68,1,8,-499,95
0,137,-68,1,8,-419,272
0,138,-68,1,8,-163,433
0,139,-68,1,8,164,497
0,140,-68,1,8,505,443
0,141,-68,1,8,776,228
0,142,-68,1,8,850,-59
0,143,-68,1,8,736,-409
0,144,-68,1,8,510,-668
0,145,-68,1,8,227,-822
0,146,-68,1,8,-93,-832
0,147,-68,1,8,-332,-698
0,148,-68,1,8,-520,-435
0,149,-68,1,8,-597,-158
0,150,-68,1,8,-588,100
0,151,-68,1,8,-484,330
0,152,-68,1,8,-320,470
0,153,-68,1,8,-108,568
0,154,-68,1,8,57,603
0,155,-68,1,8,170,593
0,156,-68,1,8,244,522
0,157,-68,1,8,302,416
0,158,-68,1,8,387,258
0,159,-68,1,8,465,95
0,160,-68,1,8,499,-82
0,161,-68,1,8,413,-282
0,162,-68,1,8,199,-429
0,163,-68,1,8,-163,-506
0,164,-68,1,8,-502,-453
0,165,-68,1,8,-757,-275
0,166,-68,1,8,-863,36
0,167,-68,1,8,-782,345
0,168,-68,1,8,-542,645
0,169,-68,1,8,-253,800
0,170,-68,1,8,46,818
0,171,-68,1,8,335,677
0,172,-68,1,8,509,436
0,173,-68,1,8,602,116
0,174,-68,1,8,581,-147
0,175,-68,1,8,476,-348
0,176,-68,1,8,279,-494
0,177,-68,1,8,85,-567
0,178,-68,1,8,-95,-594
0,179,-68,1,8,-200,-575
0,180,-68,1,8,-263,-512
0,181,-68,1,8,-327,-392
0,182,-68,1,8,-399,-251
0,183,-68,1,8,-478,-68
0,184,-68,1,8,-492,108
0,185,-68,1,8,-401,283
0,186,-68,1,8,-149,441
0,187,-68,1,8,175,495
0,188,-68,1,8,546,416
0,189,-68,1,8,774,212
0,190,-68,1,8,842,-79
0,191,-68,1,8,732,-429
0,192,-68,1,8,503,-687
0,193,-68,1,8,184,-855
0,194,-68,1,8,-102,-853
0,195,-68,1,8,-344,-711
0,196,-68,1,8,-524,-426
0,197,-68,1,8,-593,-132
0,198,-68,1,8,-556,168
0,199,-68,1,8,-437,368
0,200,-68,1,8,-256,497
0,201,-68,1,8,-33,569
0,202,-68,1,8,131,588
0,203,-68,1,8,244,562
0,204,-68,1,8,294,497
0,205,-68,1,8,332,390
0,206,-68,1,8,393,228
0,207,-68,1,8,455,58
0,208,-68,1,8,475,-145
0,209,-68,1,8,385,-314
0,210,-68,1,8,167,-440
0,211,-68,1,8,-195,-486
0,212,-68,1,8,-536,-399
0,213,-68,1,8,-814,-164
0,214,-68,1,8,-877,136
0,215,-68,1,8,-759,448
0,216,-68,1,8,-460,716
0,217,-68,1,8,-134,833
0,218,-68,1,8,214,791
0,219,-68,1,8,448,623
0,220,-68,1,8,582,370
0,221,-68,1,8,613,52
0,222,-68,1,8,550,-203
0,223,-68,1,8,399,-416
0,224,-68,1,8,218,-530
0,225,-68,1,8,27,-582
0,226,-68,1,8,-152,-586
0,227,-68,1,8,-255,-552
0,228,-68,1,8,-322,-476
0,229,-68,1,8,-368,-365
0,230,-68,1,8,-421,-213
0,231,-68,1,8,-477,-8
0,232,-68,1,8,-476,182
0,233,-68,1,8,-361,372
0,234,-68,1,8,-122,478
0,235,-68,1,8,208,489
0,236,-68,1,8,572,351
0,237,-68,1,8,791,121
0,238,-68,1,8,833,-210
0,239,-68,1,8,699,-499
0,240,-68,1,8,444,-722
0,241,-68,1,8,92,-837
0,242,-68,1,8,-205,-801
0,243,-68,1,8,-460,-614
0,244,-68,1,8,-589,-363
0,245,-68,1,8,-624,-89
0,246,-68,1,8,-567,187
0,247,-68,1,8,-444,372
0,248,-68,1,8,-247,507
0,249,-68,1,8,-56,571
0,250,-68,1,8,107,592
0,251,-68,1,8,229,569
0,252,-68,1,8,288,500
0,253,-68,1,8,340,373
0,254,-68,1,8,402,220
0,255,-68,1,8,467,46
0,256,-68,1,8,483,-155
0,257,-68,1,8,394,-321
0,258,-68,1,8,136,-451
0,259,-68,1,8,-191,-482
0,260,-68,1,8,-527,-398
0,261,-68,1,8,-788,-168
0,262,-68,1,8,-853,114
0,263,-68,1,8,-725,446
0,264,-68,1,8,-480,683
0,265,-68,1,8,-174,813
0,266,-68,1,8,167,796
0,267,-68,1,8,408,634
0,268,-68,1,8,569,337
0,269,-68,1,8,603,42
0,270,-68,1,8,546,-217
0,271,-68,1,8,400,-427
0,272,-68,1,8,220,-531
0,273,-68,1,8,9,-584
0,274,-68,1,8,-143,-588
0,275,-68,1,8,-240,-563
0,276,-68,1,8,-298,-493
0,277,-68,1,8,-341,-390
0,278,-68,1,8,-405,-225
0,279,-68,1,8,-460,-45
0,280,-68,1,8,-468,147
0,281,-68,1,8,-351,343
0,282,-68,1,8,-115,455
0,283,-68,1,8,256,455
0,284,-68,1,8,580,326
0,285,-68,1,8,796,92
0,286,-68,1,8,834,-237
0,287,-68,1,8,682,-519
0,288,-68,1,8,368,-752
0,289,-68,1,8,38,-832
0,290,-68,1,8,-267,-777
0,291,-68,1,8,-520,-573
0,292,-68,1,8,-630,-303
0,293,-68,1,8,-635,20
0,294,-68,1,8,-546,267
0,295,-68,1,8,-391,442
0,296,-68,1,8,-164,546
0,297,-68,1,8,45,576
0,298,-68,1,8,234,558
0,299,-68,1,8,338,508
0,300,-68,1,8,388,429
0,301,-68,1,8,417,298
0,302,-68,1,8,448,150
0,303,-68,1,8,479,-40
0,304,-68,1,8,460,-212
0,305,-68,1,8,348,-364
0,306,-68,1,8,85,-475
0,307,-68,1,8,-236,-476
0,308,-68,1,8,-592,-340
0,309,-68,1,8,-794,-101
0,310,-68,1,8,-825,198
0,311,-68,1,8,-660,530
0,312,-68,1,8,-378,747
0,313,-68,1,8,-6,854
0,314,-68,1,8,298,792
0,315,-68,1,8,519,598
0,316,-68,1,8,628,280
0,317,-68,1,8,619,-18
0,318,-68,1,8,506,-296
0,319,-68,1,8,340,-461
0,320,-68,1,8,136,-546
0,321,-68,1,8,-95,-564
0,322,-68,1,8,-259,-539
0,323,-68,1,8,-368,-479
0,324,-68,1,8,-409,-400
0,325,-68,1,8,-431,-290
0,326,-68,1,8,-458,-125
0,327,-68,1,8,-477,49
0,328,-68,1,8,-443,245
0,329,-68,1,8,-310,388
0,330,-68,1,8,-63,464
0,331,-68,1,8,302,432
0,332,-68,1,8,611,275
0,333,-68,1,8,821,-12
0,334,-68,1,8,808,-318
0,335,-68,1,8,623,-597
0,336,-68,1,8,285,-798
0,337,-68,1,8,-45,-849
0,338,-68,1,8,-364,-733
0,339,-68,1,8,-557,-514
0,340,-68,1,8,-642,-229
0,341,-68,1,8,-612,92
0,342,-68,1,8,-501,323
0,343,-68,1,8,-331,477
0,344,-68,1,8,-103,558
0,345,-68,1,8,95,570
0,346,-68,1,8,266,544
0,347,-68,1,8,352,498
0,348,-68,1,8,389,428
0,349,-68,1,8,412,309
0,350,-68,1,8,443,163
0,351,-68,1,8,478,-37
0,352,-68,1,8,458,-223
0,353,-68,1,8,335,-382
0,354,-68,1,8,57,-482
0,355,-68,1,8,-282,-453
0,356,-68,1,8,-632,-273
0,357,-68,1,8,-819,-18
0,358,-68,1,8,-834,278
0,359,-68,1,8,-654,581
0,360,-68,1,8,-386,773
0,361,-68,1,8,-34,852
0,362,-68,1,8,256,784
0,363,-68,1,8,476,597
0,364,-68,1,8,603,290
0,365,-68,1,8,605,-6
0,366,-68,1,8,497,-294
0,367,-68,1,8,326,-467
0,368,-68,1,8,112,-555
0,369,-68,1,8,-131,-570
0,370,-68,1,8,-296,-537
0,371,-68,1,8,-398,-475
0,372,-68,1,8,-424,-397
0,373,-68,1,8,-430,-287
0,374,-68,1,8,-447,-117
0,375,-68,1,8,-464,69
0,376,-68,1,8,-419,275
0,377,-68,1,8,-276,414
0,378,-68,1,8,-23,471
0,379,-68,1,8,337,400
0,380,-68,1,8,624,226
0,381,-68,1,8,798,-63
0,382,-68,1,8,781,-344
