pkt,sample_idx,rssi,ant_array,channel,i,q
0,0,-62,1,25,-70,65
0,1,-62,1,25,-40,88
0,2,-62,1,25,0,96
0,3,-62,1,25,36,90
0,4,-62,1,25,71,67
0,5,-62,1,25,91,36
0,6,-62,1,25,96,-8
0,7,-62,1,25,85,-49
0,8,-62,1,25,57,-84
0,9,-62,1,25,24,-101
0,10,-62,1,25,-15,-100
0,11,-62,1,25,-49,-84
0,12,-62,1,25,-81,-55
0,13,-62,1,25,-98,-21
0,14,-62,1,25,-98,20
0,15,-62,1,25,-79,58
0,16,-62,1,25,-48,81
0,17,-62,1,25,-8,92
0,18,-62,1,25,26,90
0,19,-62,1,25,59,75
0,20,-62,1,25,81,52
0,21,-62,1,25,93,16
0,22,-62,1,25,90,-19
0,23,-62,1,25,72,-58
0,24,-62,1,25,44,-84
0,25,-62,1,25,4,-97
0,26,-62,1,25,-32,-91
0,27,-62,1,25,-69,-68
0,28,-62,1,25,-91,-34
0,29,-62,1,25,-99,9
0,30,-62,1,25,-87,44
0,31,-62,1,25,-59,75
0,32,-62,1,25,-25,90
0,33,-62,1,25,15,91
0,34,-62,1,25,45,79
0,35,-62,1,25,71,52
0,36,-62,1,25,87,14
0,37,-62,1,25,89,-23
0,38,-62,1,25,76,-63
0,39,-62,1,25,50,-89
0,40,-62,1,25,10,-101
0,41,-62,1,25,-27,-92
0,42,-62,1,25,-60,-58
0,43,-62,1,25,-71,-13
0,44,-62,1,25,-62,40
0,45,-62,1,25,-34,74
0,46,-62,1,25,7,89
0,47,-62,1,25,43,78
0,48,-62,1,25,70,51
0,49,-62,1,25,79,20
0,50,-62,1,25,67,-14
0,51,-62,1,25,40,-39
0,52,-62,1,25,0,-54
0,53,-62,1,25,-35,-53
0,54,-62,1,25,-61,-35
0,55,-62,1,25,-68,-9
0,56,-62,1,25,-62,22
0,57,-62,1,25,-53,43
0,58,-62,1,25,-52,48
0,59,-62,1,25,-61,42
0,60,-62,1,25,-73,38
0,61,-62,1,25,-77,47
0,62,-62,1,25,-63,68
0,63,-62,1,25,-27,91
0,64,-62,1,25,15,100
0,65,-62,1,25,57,85
0,66,-62,1,25,78,51
0,67,-62,1,25,76,-2
0,68,-62,1,25,51,-48
0,69,-62,1,25,8,-80
0,70,-62,1,25,-33,-85
0,71,-62,1,25,-73,-62
0,72,-62,1,25,-90,-27
0,73,-62,1,25,-86,15
0,74,-62,1,25,-60,43
0,75,-62,1,25,-15,56
0,76,-62,1,25,28,49
0,77,-62,1,25,54,30
0,78,-62,1,25,63,2
0,79,-62,1,25,56,-22
0,80,-62,1,25,40,-43
0,81,-62,1,25,28,-56
0,82,-62,1,25,28,-62
0,83,-62,1,25,39,-67
0,84,-62,1,25,49,-73
0,85,-62,1,25,46,-82
0,86,-62,1,25,19,-91
0,87,-62,1,25,-19,-93
0,88,-62,1,25,-64,-81
0,89,-62,1,25,-89,-55
0,90,-62,1,25,-91,-11
0,91,-62,1,25,-66,31
0,92,-62,1,25,-19,66
0,93,-62,1,25,25,75
0,94,-62,1,25,60,59
0,95,-62,1,25,78,30
0,96,-62,1,25,82,-9
0,97,-62,1,25,67,-41
0,98,-62,1,25,39,-57
0,99,-62,1,25,-4,-56
0,100,-62,1,25,-40,-40
0,101,-62,1,25,-64,-11
0,102,-62,1,25,-63,17
0,103,-62,1,25,-41,43
0,104,-62,1,25,-15,56
0,105,-62,1,25,8,63
0,106,-62,1,25,9,67
0,107,-62,1,25,-4,72
0,108,-62,1,25,-16,80
0,109,-62,1,25,-10,87
0,110,-62,1,25,16,87
0,111,-62,1,25,57,70
0,112,-62,1,25,86,43
0,113,-62,1,25,96,4
0,114,-62,1,25,81,-30
0,115,-62,1,25,40,-56
0,116,-62,1,25,-6,-65
0,117,-62,1,25,-51,-55
0,118,-62,1,25,-80,-28
0,119,-62,1,25,-87,4
0,120,-62,1,25,-78,41
0,121,-62,1,25,-54,64
0,122,-62,1,25,-15,71
0,123,-62,1,25,24,56
0,124,-62,1,25,59,19
0,125,-62,1,25,71,-18
0,126,-62,1,25,58,-51
0,127,-62,1,25,30,-65
0,128,-62,1,25,-3,-65
0,129,-62,1,25,-24,-63
0,130,-62,1,25,-29,-66
0,131,-62,1,25,-24,-77
0,132,-62,1,25,-19,-89
0,133,-62,1,25,-25,-92
0,134,-62,1,25,-48,-81
0,135,-62,1,25,-75,-57
0,136,-62,1,25,-99,-19
0,137,-62,1,25,-99,19
0,138,-62,1,25,-71,55
0,139,-62,1,25,-16,68
0,140,-62,1,25,34,58
0,141,-62,1,25,72,26
0,142,-62,1,25,84,-8
0,143,-62,1,25,73,-43
0,144,-62,1,25,51,-65
0,145,-62,1,25,18,-74
0,146,-62,1,25,-13,-66
0,147,-62,1,25,-43,-40
0,148,-62,1,25,-58,-8
0,149,-62,1,25,-60,29
0,150,-62,1,25,-45,52
0,151,-62,1,25,-15,63
0,152,-62,1,25,15,60
0,153,-62,1,25,40,51
0,154,-62,1,25,46,51
0,155,-62,1,25,43,63
0,156,-62,1,25,40,76
0,157,-62,1,25,51,79
0,158,-62,1,25,75,58
0,159,-62,1,25,94,20
0,160,-62,1,25,98,-30
0,161,-62,1,25,78,-66
0,162,-62,1,25,33,-83
0,163,-62,1,25,-14,-73
0,164,-62,1,25,-56,-41
0,165,-62,1,25,-74,-4
0,166,-62,1,25,-71,35
0,167,-62,1,25,-51,62
