pkt,sample_idx,rssi,ant_array,channel,i,q
0,0,-64,1,35,-46,50
0,1,-64,1,35,-26,63
0,2,-64,1,35,-1,65
0,3,-64,1,35,23,57
0,4,-64,1,35,43,43
0,5,-64,1,35,61,20
0,6,-64,1,35,68,-3
0,7,-64,1,35,62,-30
0,8,-64,1,35,40,-53
0,9,-64,1,35,13,-66
0,10,-64,1,35,-18,-67
0,11,-64,1,35,-39,-55
0,12,-64,1,35,-54,-33
0,13,-64,1,35,-59,-7
0,14,-64,1,35,-58,15
0,15,-64,1,35,-50,38
0,16,-64,1,35,-35,55
0,17,-64,1,35,-10,64
0,18,-64,1,35,18,61
0,19,-64,1,35,41,49
0,20,-64,1,35,59,30
0,21,-64,1,35,66,9
0,22,-64,1,35,62,-16
0,23,-64,1,35,46,-42
0,24,-64,1,35,23,-59
0,25,-64,1,35,-8,-70
0,26,-64,1,35,-36,-67
0,27,-64,1,35,-59,-46
0,28,-64,1,35,-68,-17
0,29,-64,1,35,-65,16
0,30,-64,1,35,-52,41
0,31,-64,1,35,-36,57
0,32,-64,1,35,-13,66
0,33,-64,1,35,13,67
0,34,-64,1,35,40,56
0,35,-64,1,35,60,32
0,36,-64,1,35,65,7
0,37,-64,1,35,62,-22
0,38,-64,1,35,52,-45
0,39,-64,1,35,33,-65
0,40,-64,1,35,6,-70
0,41,-64,1,35,-21,-55
0,42,-64,1,35,-41,-19
0,43,-64,1,35,-44,17
0,44,-64,1,35,-30,46
0,45,-64,1,35,-6,55
0,46,-64,1,35,16,48
0,47,-64,1,35,34,32
0,48,-64,1,35,40,15
0,49,-64,1,35,35,-1
0,50,-64,1,35,18,-14
0,51,-64,1,35,0,-22
0,52,-64,1,35,-19,-27
0,53,-64,1,35,-31,-24
0,54,-64,1,35,-34,-11
0,55,-64,1,35,-28,7
0,56,-64,1,35,-23,17
0,57,-64,1,35,-24,19
0,58,-64,1,35,-35,12
0,59,-64,1,35,-52,8
0,60,-64,1,35,-61,15
0,61,-64,1,35,-55,35
0,62,-64,1,35,-31,56
0,63,-64,1,35,-2,66
0,64,-64,1,35,26,58
0,65,-64,1,35,39,37
0,66,-64,1,35,40,6
0,67,-64,1,35,31,-27
0,68,-64,1,35,17,-47
0,69,-64,1,35,-2,-56
0,70,-64,1,35,-22,-51
0,71,-64,1,35,-41,-37
0,72,-64,1,35,-49,-17
0,73,-64,1,35,-44,0
0,74,-64,1,35,-24,16
0,75,-64,1,35,0,24
0,76,-64,1,35,23,24
0,77,-64,1,35,33,13
0,78,-64,1,35,29,-1
0,79,-64,1,35,19,-15
0,80,-64,1,35,16,-19
0,81,-64,1,35,28,-17
0,82,-64,1,35,49,-17
0,83,-64,1,35,63,-25
0,84,-64,1,35,60,-42
0,85,-64,1,35,40,-59
0,86,-64,1,35,6,-69
0,87,-64,1,35,-30,-66
0,88,-64,1,35,-53,-51
0,89,-64,1,35,-62,-23
0,90,-64,1,35,-52,5
0,91,-64,1,35,-26,32
0,92,-64,1,35,3,47
0,93,-64,1,35,32,49
0,94,-64,1,35,51,35
0,95,-64,1,35,59,13
0,96,-64,1,35,54,-12
0,97,-64,1,35,39,-29
0,98,-64,1,35,11,-34
0,99,-64,1,35,-16,-26
0,100,-64,1,35,-32,-12
0,101,-64,1,35,-33,5
0,102,-64,1,35,-23,16
0,103,-64,1,35,-12,22
0,104,-64,1,35,-12,24
0,105,-64,1,35,-24,26
0,106,-64,1,35,-42,33
0,107,-64,1,35,-50,44
0,108,-64,1,35,-43,57
0,109,-64,1,35,-19,65
0,110,-64,1,35,10,66
0,111,-64,1,35,42,56
0,112,-64,1,35,62,35
0,113,-64,1,35,65,4
0,114,-64,1,35,44,-26
0,115,-64,1,35,14,-43
0,116,-64,1,35,-19,-48
0,117,-64,1,35,-40,-39
0,118,-64,1,35,-53,-19
0,119,-64,1,35,-54,8
0,120,-64,1,35,-44,30
0,121,-64,1,35,-21,44
0,122,-64,1,35,3,37
0,123,-64,1,35,23,15
0,124,-64,1,35,32,-5
0,125,-64,1,35,29,-20
0,126,-64,1,35,16,-27
0,127,-64,1,35,3,-29
0,128,-64,1,35,-5,-32
0,129,-64,1,35,-3,-35
0,130,-64,1,35,6,-43
0,131,-64,1,35,12,-54
0,132,-64,1,35,6,-63
0,133,-64,1,35,-16,-66
0,134,-64,1,35,-44,-56
0,135,-64,1,35,-68,-30
0,136,-64,1,35,-67,3
0,137,-64,1,35,-48,26
0,138,-64,1,35,-15,39
0,139,-64,1,35,13,38
0,140,-64,1,35,35,28
0,141,-64,1,35,45,11
0,142,-64,1,35,46,-8
0,143,-64,1,35,39,-30
0,144,-64,1,35,26,-41
0,145,-64,1,35,8,-39
0,146,-64,1,35,-8,-22
0,147,-64,1,35,-20,-3
0,148,-64,1,35,-26,17
0,149,-64,1,35,-22,28
0,150,-64,1,35,-8,31
