pkt,sample_idx,rssi,ant_array,channel,i,q
0,0,-63,1,21,-32,-62
0,1,-63,1,21,-56,-40
0,2,-63,1,21,-72,-8
0,3,-63,1,21,-74,21
0,4,-63,1,21,-64,49
0,5,-63,1,21,-44,68
0,6,-63,1,21,-13,79
0,7,-63,1,21,17,76
0,8,-63,1,21,46,59
0,9,-63,1,21,63,33
0,10,-63,1,21,70,-2
0,11,-63,1,21,65,-31
0,12,-63,1,21,49,-56
0,13,-63,1,21,27,-69
0,14,-63,1,21,-1,-73
0,15,-63,1,21,-28,-68
0,16,-63,1,21,-55,-53
0,17,-63,1,21,-72,-30
0,18,-63,1,21,-78,3
0,19,-63,1,21,-71,33
0,20,-63,1,21,-50,60
0,21,-63,1,21,-25,75
0,22,-63,1,21,9,78
0,23,-63,1,21,38,67
0,24,-63,1,21,64,45
0,25,-63,1,21,77,18
0,26,-63,1,21,77,-15
0,27,-63,1,21,65,-44
0,28,-63,1,21,42,-66
0,29,-63,1,21,18,-74
0,30,-63,1,21,-11,-71
0,31,-63,1,21,-37,-60
0,32,-63,1,21,-62,-38
0,33,-63,1,21,-75,-13
0,34,-63,1,21,-76,16
0,35,-63,1,21,-63,41
0,36,-63,1,21,-40,61
0,37,-63,1,21,-15,71
0,38,-63,1,21,17,73
0,39,-63,1,21,45,63
0,40,-63,1,21,69,41
0,41,-63,1,21,75,11
0,42,-63,1,21,58,-28
0,43,-63,1,21,20,-58
0,44,-63,1,21,-34,-76
0,45,-63,1,21,-76,-67
0,46,-63,1,21,-103,-30
0,47,-63,1,21,-105,16
0,48,-63,1,21,-84,66
0,49,-63,1,21,-50,95
0,50,-63,1,21,-3,100
0,51,-63,1,21,38,82
0,52,-63,1,21,72,45
0,53,-63,1,21,86,7
0,54,-63,1,21,81,-32
0,55,-63,1,21,60,-58
0,56,-63,1,21,29,-76
0,57,-63,1,21,-3,-84
0,58,-63,1,21,-14,-84
0,59,-63,1,21,-7,-81
0,60,-63,1,21,4,-79
0,61,-63,1,21,4,-75
0,62,-63,1,21,-15,-68
0,63,-63,1,21,-48,-52
0,64,-63,1,21,-73,-30
0,65,-63,1,21,-77,3
0,66,-63,1,21,-55,35
0,67,-63,1,21,-4,62
0,68,-63,1,21,47,67
0,69,-63,1,21,93,47
0,70,-63,1,21,112,12
0,71,-63,1,21,106,-34
0,72,-63,1,21,82,-70
0,73,-63,1,21,43,-94
0,74,-63,1,21,4,-95
0,75,-63,1,21,-38,-74
0,76,-63,1,21,-65,-39
0,77,-63,1,21,-80,7
0,78,-63,1,21,-75,44
0,79,-63,1,21,-50,72
0,80,-63,1,21,-18,84
0,81,-63,1,21,15,86
0,82,-63,1,21,31,83
0,83,-63,1,21,31,78
0,84,-63,1,21,24,74
0,85,-63,1,21,23,70
0,86,-63,1,21,35,61
0,87,-63,1,21,58,42
0,88,-63,1,21,74,15
0,89,-63,1,21,70,-19
0,90,-63,1,21,42,-46
0,91,-63,1,21,-12,-60
0,92,-63,1,21,-63,-51
0,93,-63,1,21,-104,-21
0,94,-63,1,21,-112,18
0,95,-63,1,21,-90,62
0,96,-63,1,21,-54,93
0,97,-63,1,21,-5,107
0,98,-63,1,21,36,97
0,99,-63,1,21,71,62
0,100,-63,1,21,86,18
0,101,-63,1,21,83,-29
0,102,-63,1,21,64,-61
0,103,-63,1,21,30,-78
0,104,-63,1,21,-4,-81
0,105,-63,1,21,-36,-75
0,106,-63,1,21,-48,-69
0,107,-63,1,21,-47,-68
0,108,-63,1,21,-39,-69
0,109,-63,1,21,-40,-64
0,110,-63,1,21,-53,-49
0,111,-63,1,21,-71,-19
0,112,-63,1,21,-78,12
0,113,-63,1,21,-62,41
0,114,-63,1,21,-29,55
0,115,-63,1,21,22,52
0,116,-63,1,21,65,34
0,117,-63,1,21,95,2
0,118,-63,1,21,100,-30
0,119,-63,1,21,80,-64
0,120,-63,1,21,46,-86
0,121,-63,1,21,1,-96
0,122,-63,1,21,-37,-84
0,123,-63,1,21,-68,-50
0,124,-63,1,21,-79,-8
0,125,-63,1,21,-72,38
0,126,-63,1,21,-52,68
0,127,-63,1,21,-18,81
0,128,-63,1,21,15,80
0,129,-63,1,21,44,70
0,130,-63,1,21,58,64
0,131,-63,1,21,57,63
0,132,-63,1,21,51,64
0,133,-63,1,21,50,58
0,134,-63,1,21,59,41
0,135,-63,1,21,73,11
0,136,-63,1,21,77,-19
0,137,-63,1,21,59,-48
0,138,-63,1,21,22,-61
0,139,-63,1,21,-34,-53
0,140,-63,1,21,-78,-28
0,141,-63,1,21,-103,17
0,142,-63,1,21,-94,59
0,143,-63,1,21,-56,93
0,144,-63,1,21,-12,106
0,145,-63,1,21,35,98
0,146,-63,1,21,66,72
0,147,-63,1,21,84,27
0,148,-63,1,21,82,-16
0,149,-63,1,21,62,-58
0,150,-63,1,21,32,-80
0,151,-63,1,21,-7,-82
0,152,-63,1,21,-40,-69
0,153,-63,1,21,-67,-51
0,154,-63,1,21,-76,-43
0,155,-63,1,21,-74,-45
0,156,-63,1,21,-70,-49
0,157,-63,1,21,-68,-42
0,158,-63,1,21,-71,-19
0,159,-63,1,21,-72,19
0,160,-63,1,21,-62,53
0,161,-63,1,21,-34,72
0,162,-63,1,21,5,68
0,163,-63,1,21,51,37
0,164,-63,1,21,80,-4
0,165,-63,1,21,88,-51
0,166,-63,1,21,72,-82
0,167,-63,1,21,34,-101
0,168,-63,1,21,-7,-102
0,169,-63,1,21,-51,-87
0,170,-63,1,21,-77,-57
0,171,-63,1,21,-87,-11
0,172,-63,1,21,-74,32
