pkt,sample_idx,rssi,ant_array,channel,i,q
0,0,-62,1,17,-74,57
0,1,-62,1,17,-47,81
0,2,-62,1,17,-9,94
0,3,-62,1,17,25,89
0,4,-62,1,17,61,67
0,5,-62,1,17,85,36
0,6,-62,1,17,95,-7
0,7,-62,1,17,85,-44
0,8,-62,1,17,59,-74
0,9,-62,1,17,20,-94
0,10,-62,1,17,-18,-95
0,11,-62,1,17,-57,-79
0,12,-62,1,17,-81,-53
0,13,-62,1,17,-93,-13
0,14,-62,1,17,-89,26
0,15,-62,1,17,-68,66
0,16,-62,1,17,-37,90
0,17,-62,1,17,2,99
0,18,-62,1,17,35,90
0,19,-62,1,17,64,66
0,20,-62,1,17,82,37
0,21,-62,1,17,90,-1
0,22,-62,1,17,84,-36
0,23,-62,1,17,61,-70
0,24,-62,1,17,30,-90
0,25,-62,1,17,-6,-96
0,26,-62,1,17,-45,-84
0,27,-62,1,17,-73,-58
0,28,-62,1,17,-92,-19
0,29,-62,1,17,-92,20
0,30,-62,1,17,-72,59
0,31,-62,1,17,-42,85
0,32,-62,1,17,-1,97
0,33,-62,1,17,35,90
0,34,-62,1,17,68,64
0,35,-62,1,17,85,32
0,36,-62,1,17,89,-9
0,37,-62,1,17,79,-42
0,38,-62,1,17,53,-73
0,39,-62,1,17,18,-92
0,40,-62,1,17,-21,-95
0,41,-62,1,17,-59,-77
0,42,-62,1,17,-74,-40
0,43,-62,1,17,-68,15
0,44,-62,1,17,-43,59
0,45,-62,1,17,-2,89
0,46,-62,1,17,36,90
0,47,-62,1,17,73,67
0,48,-62,1,17,95,31
0,49,-62,1,17,95,-14
0,50,-62,1,17,73,-48
0,51,-62,1,17,29,-69
0,52,-62,1,17,-15,-68
0,53,-62,1,17,-56,-48
0,54,-62,1,17,-74,-18
0,55,-62,1,17,-73,20
0,56,-62,1,17,-59,48
0,57,-62,1,17,-42,68
0,58,-62,1,17,-32,77
0,59,-62,1,17,-36,79
0,60,-62,1,17,-44,82
0,61,-62,1,17,-40,86
0,62,-62,1,17,-12,91
0,63,-62,1,17,29,88
0,64,-62,1,17,72,67
0,65,-62,1,17,94,34
0,66,-62,1,17,82,-12
0,67,-62,1,17,46,-49
0,68,-62,1,17,-12,-70
0,69,-62,1,17,-60,-64
0,70,-62,1,17,-96,-32
0,71,-62,1,17,-105,10
0,72,-62,1,17,-92,51
0,73,-62,1,17,-57,84
0,74,-62,1,17,-15,90
0,75,-62,1,17,31,69
0,76,-62,1,17,61,34
0,77,-62,1,17,75,-10
0,78,-62,1,17,65,-40
0,79,-62,1,17,39,-59
0,80,-62,1,17,10,-64
0,81,-62,1,17,-14,-65
0,82,-62,1,17,-23,-69
0,83,-62,1,17,-20,-78
0,84,-62,1,17,-19,-86
0,85,-62,1,17,-32,-87
0,86,-62,1,17,-55,-73
0,87,-62,1,17,-85,-41
0,88,-62,1,17,-99,-2
0,89,-62,1,17,-90,37
0,90,-62,1,17,-50,65
0,91,-62,1,17,0,70
0,92,-62,1,17,53,50
0,93,-62,1,17,83,18
