pkt,sample_idx,rssi,ant_array,channel,i,q
0,0,-67,1,4,559,-42
0,1,-67,1,4,499,-248
0,2,-67,1,4,342,-440
0,3,-67,1,4,145,-541
0,4,-67,1,4,-73,-557
0,5,-67,1,4,-303,-473
0,6,-67,1,4,-459,-316
0,7,-67,1,4,-546,-110
0,8,-67,1,4,-552,141
0,9,-67,1,4,-466,343
0,10,-67,1,4,-283,499
0,11,-67,1,4,-77,563
0,12,-67,1,4,140,546
0,13,-67,1,4,355,435
0,14,-67,1,4,490,275
0,15,-67,1,4,554,78
0,16,-67,1,4,533,-153
0,17,-67,1,4,443,-336
0,18,-67,1,4,295,-472
0,19,-67,1,4,82,-549
0,20,-67,1,4,-124,-540
0,21,-67,1,4,-338,-446
0,22,-67,1,4,-482,-299
0,23,-67,1,4,-560,-114
0,24,-67,1,4,-555,115
0,25,-67,1,4,-465,309
0,26,-67,1,4,-309,464
0,27,-67,1,4,-83,560
0,28,-67,1,4,134,551
0,29,-67,1,4,355,441
0,30,-67,1,4,496,268
0,31,-67,1,4,564,58
0,32,-67,1,4,537,-181
0,33,-67,1,4,434,-367
0,34,-67,1,4,268,-500
0,35,-67,1,4,35,-563
0,36,-67,1,4,-179,-537
0,37,-67,1,4,-393,-412
0,38,-67,1,4,-535,-230
0,39,-67,1,4,-600,-13
0,40,-67,1,4,-541,214
0,41,-67,1,4,-355,334
0,42,-67,1,4,-78,336
0,43,-67,1,4,244,204
0,44,-67,1,4,431,12
0,45,-67,1,4,471,-216
0,46,-67,1,4,363,-384
0,47,-67,1,4,175,-488
0,48,-67,1,4,-70,-501
0,49,-67,1,4,-279,-390
0,50,-67,1,4,-442,-171
0,51,-67,1,4,-530,148
0,52,-67,1,4,-479,422
0,53,-67,1,4,-277,614
0,54,-67,1,4,-23,653
0,55,-67,1,4,242,580
0,56,-67,1,4,453,447
0,57,-67,1,4,521,372
0,58,-67,1,4,482,375
0,59,-67,1,4,392,439
0,60,-67,1,4,356,464
0,61,-67,1,4,401,393
0,62,-67,1,4,506,185
0,63,-67,1,4,559,-58
0,64,-67,1,4,487,-298
0,65,-67,1,4,288,-402
0,66,-67,1,4,13,-368
0,67,-67,1,4,-279,-188
0,68,-67,1,4,-429,39
0,69,-67,1,4,-436,260
0,70,-67,1,4,-299,447
0,71,-67,1,4,-98,527
0,72,-67,1,4,148,505
0,73,-67,1,4,340,361
0,74,-67,1,4,471,117
0,75,-67,1,4,500,-210
0,76,-67,1,4,416,-467
0,77,-67,1,4,234,-625
0,78,-67,1,4,-44,-645
0,79,-67,1,4,-291,-555
0,80,-67,1,4,-488,-413
0,81,-67,1,4,-551,-336
0,82,-67,1,4,-515,-346
0,83,-67,1,4,-427,-420
0,84,-67,1,4,-388,-451
0,85,-67,1,4,-419,-376
0,86,-67,1,4,-500,-153
0,87,-67,1,4,-533,107
0,88,-67,1,4,-447,354
0,89,-67,1,4,-242,440
0,90,-67,1,4,26,370
0,91,-67,1,4,302,148
0,92,-67,1,4,430,-105
0,93,-67,1,4,414,-328
0,94,-67,1,4,257,-495
0,95,-67,1,4,43,-545
0,96,-67,1,4,-177,-499
0,97,-67,1,4,-376,-319
0,98,-67,1,4,-483,-69
0,99,-67,1,4,-487,255
0,100,-67,1,4,-382,501
0,101,-67,1,4,-186,643
0,102,-67,1,4,94,639
0,103,-67,1,4,330,525
0,104,-67,1,4,498,379
0,105,-67,1,4,565,281
0,106,-67,1,4,534,293
0,107,-67,1,4,463,371
0,108,-67,1,4,434,402
0,109,-67,1,4,463,324
0,110,-67,1,4,529,100
0,111,-67,1,4,546,-156
0,112,-67,1,4,463,-367
0,113,-67,1,4,237,-459
0,114,-67,1,4,-38,-369
0,115,-67,1,4,-315,-128
0,116,-67,1,4,-435,134
0,117,-67,1,4,-400,353
0,118,-67,1,4,-211,492
0,119,-67,1,4,13,519
0,120,-67,1,4,230,451
0,121,-67,1,4,411,253
0,122,-67,1,4,488,-2
0,123,-67,1,4,454,-316
0,124,-67,1,4,319,-540
0,125,-67,1,4,106,-651
0,126,-67,1,4,-174,-612
0,127,-67,1,4,-398,-473
0,128,-67,1,4,-549,-315
0,129,-67,1,4,-605,-216
0,130,-67,1,4,-571,-234
0,131,-67,1,4,-511,-301
0,132,-67,1,4,-476,-322
0,133,-67,1,4,-492,-209
0,134,-67,1,4,-520,50
0,135,-67,1,4,-484,314
0,136,-67,1,4,-347,493
0,137,-67,1,4,-96,510
0,138,-67,1,4,151,335
0,139,-67,1,4,329,55
0,140,-67,1,4,370,-255
0,141,-67,1,4,276,-447
0,142,-67,1,4,67,-528
0,143,-67,1,4,-143,-501
0,144,-67,1,4,-327,-389
0,145,-67,1,4,-459,-165
0,146,-67,1,4,-484,97
0,147,-67,1,4,-411,367
0,148,-67,1,4,-216,592
0,149,-67,1,4,18,659
0,150,-67,1,4,288,566
0,151,-67,1,4,480,383
0,152,-67,1,4,594,195
0,153,-67,1,4,627,84
0,154,-67,1,4,598,112
0,155,-67,1,4,556,200
0,156,-67,1,4,531,244
0,157,-67,1,4,530,141
0,158,-67,1,4,514,-116
0,159,-67,1,4,435,-381
0,160,-67,1,4,271,-550
0,161,-67,1,4,21,-522
0,162,-67,1,4,-190,-324
0,163,-67,1,4,-324,-32
0,164,-67,1,4,-330,280
0,165,-67,1,4,-223,465
0,166,-67,1,4,-44,538
0,167,-67,1,4,182,500
0,168,-67,1,4,354,376
0,169,-67,1,4,468,142
0,170,-67,1,4,471,-125
0,171,-67,1,4,371,-392
0,172,-67,1,4,154,-603
0,173,-67,1,4,-89,-643
0,174,-67,1,4,-324,-534
0,175,-67,1,4,-523,-295
0,176,-67,1,4,-613,-82
0,177,-67,1,4,-634,41
0,178,-67,1,4,-611,7
0,179,-67,1,4,-587,-90
0,180,-67,1,4,-570,-143
0,181,-67,1,4,-552,-44
0,182,-67,1,4,-500,175
0,183,-67,1,4,-368,438
0,184,-67,1,4,-188,569
0,185,-67,1,4,48,506
0,186,-67,1,4,227,287
0,187,-67,1,4,320,-16
0,188,-67,1,4,288,-326
0,189,-67,1,4,152,-493
0,190,-67,1,4,-42,-536
0,191,-67,1,4,-264,-460
0,192,-67,1,4,-411,-310
0,193,-67,1,4,-481,-65
0,194,-67,1,4,-443,196
0,195,-67,1,4,-315,446
0,196,-67,1,4,-90,633
0,197,-67,1,4,144,651
0,198,-67,1,4,364,521
0,199,-67,1,4,548,265
0,200,-67,1,4,629,41
0,201,-67,1,4,644,-77
0,202,-67,1,4,619,-59
0,203,-67,1,4,589,38
0,204,-67,1,4,565,75
0,205,-67,1,4,539,-20
0,206,-67,1,4,484,-225
0,207,-67,1,4,354,-466
0,208,-67,1,4,180,-579
0,209,-67,1,4,-25,-526
0,210,-67,1,4,-224,-278
0,211,-67,1,4,-316,25
0,212,-67,1,4,-286,332
0,213,-67,1,4,-157,498
0,214,-67,1,4,29,543
0,215,-67,1,4,247,473
0,216,-67,1,4,400,325
0,217,-67,1,4,476,108
0,218,-67,1,4,442,-191
0,219,-67,1,4,298,-447
0,220,-67,1,4,45,-636
0,221,-67,1,4,-205,-644
0,222,-67,1,4,-415,-497
0,223,-67,1,4,-565,-218
0,224,-67,1,4,-612,25
0,225,-67,1,4,-613,158
0,226,-67,1,4,-605,140
0,227,-67,1,4,-602,60
0,228,-67,1,4,-586,31
0,229,-67,1,4,-534,126
0,230,-67,1,4,-423,315
0,231,-67,1,4,-227,523
0,232,-67,1,4,-20,590
0,233,-67,1,4,171,489
0,234,-67,1,4,304,205
0,235,-67,1,4,312,-103
0,236,-67,1,4,218,-359
0,237,-67,1,4,26,-504
0,238,-67,1,4,-171,-495
0,239,-67,1,4,-367,-368
0,240,-67,1,4,-472,-184
0,241,-67,1,4,-485,45
0,242,-67,1,4,-377,319
0,243,-67,1,4,-180,521
0,244,-67,1,4,67,624
0,245,-67,1,4,338,582
0,246,-67,1,4,513,395
0,247,-67,1,4,602,98
0,248,-67,1,4,609,-137
0,249,-67,1,4,587,-257
0,250,-67,1,4,572,-226
0,251,-67,1,4,574,-132
0,252,-67,1,4,568,-81
0,253,-67,1,4,510,-166
0,254,-67,1,4,392,-339
0,255,-67,1,4,192,-532
0,256,-67,1,4,-13,-585
0,257,-67,1,4,-193,-474
0,258,-67,1,4,-306,-182
0,259,-67,1,4,-295,133
0,260,-67,1,4,-184,390
0,261,-67,1,4,20,526
0,262,-67,1,4,221,494
0,263,-67,1,4,413,333
0,264,-67,1,4,499,120
0,265,-67,1,4,476,-125
0,266,-67,1,4,315,-392
0,267,-67,1,4,72,-562
0,268,-67,1,4,-199,-617
0,269,-67,1,4,-450,-504
0,270,-67,1,4,-583,-286
0,271,-67,1,4,-617,-16
0,272,-67,1,4,-577,236
0,273,-67,1,4,-535,339
0,274,-67,1,4,-527,301
0,275,-67,1,4,-548,210
0,276,-67,1,4,-556,163
0,277,-67,1,4,-491,241
0,278,-67,1,4,-349,399
0,279,-67,1,4,-148,548
0,280,-67,1,4,93,587
0,281,-67,1,4,259,448
0,282,-67,1,4,338,138
0,283,-67,1,4,292,-176
0,284,-67,1,4,155,-417
0,285,-67,1,4,-58,-529
0,286,-67,1,4,-254,-472
0,287,-67,1,4,-409,-318
0,288,-67,1,4,-496,-80
0,289,-67,1,4,-454,159
0,290,-67,1,4,-269,406
0,291,-67,1,4,-24,556
0,292,-67,1,4,239,591
0,293,-67,1,4,476,465
0,294,-67,1,4,592,241
0,295,-67,1,4,611,-27
0,296,-67,1,4,563,-272
0,297,-67,1,4,520,-367
0,298,-67,1,4,518,-323
0,299,-67,1,4,549,-225
0,300,-67,1,4,569,-172
0,301,-67,1,4,520,-240
0,302,-67,1,4,386,-393
0,303,-67,1,4,182,-541
0,304,-67,1,4,-75,-581
