pkt,sample_idx,rssi,ant_array,channel,i,q
0,0,-60,1,6,2,116
0,1,-60,1,6,43,105
0,2,-60,1,6,77,80
0,3,-60,1,6,105,41
0,4,-60,1,6,115,0
0,5,-60,1,6,107,-49
0,6,-60,1,6,81,-86
0,7,-60,1,6,44,-112
0,8,-60,1,6,-3,-118
0,9,-60,1,6,-45,-105
0,10,-60,1,6,-84,-74
0,11,-60,1,6,-108,-35
0,12,-60,1,6,-116,9
0,13,-60,1,6,-101,58
0,14,-60,1,6,-68,92
0,15,-60,1,6,-24,108
0,16,-60,1,6,27,107
0,17,-60,1,6,67,87
0,18,-60,1,6,101,50
0,19,-60,1,6,115,8
0,20,-60,1,6,110,-36
0,21,-60,1,6,85,-80
0,22,-60,1,6,47,-105
0,23,-60,1,6,-4,-112
0,24,-60,1,6,-48,-102
0,25,-60,1,6,-86,-75
0,26,-60,1,6,-114,-29
0,27,-60,1,6,-119,17
0,28,-60,1,6,-105,62
0,29,-60,1,6,-67,99
0,30,-60,1,6,-22,116
0,31,-60,1,6,31,113
0,32,-60,1,6,109,42
0,33,-60,1,6,115,-5
0,34,-60,1,6,100,-56
0,35,-60,1,6,71,-90
0,36,-60,1,6,26,-111
0,37,-60,1,6,-16,-112
0,38,-60,1,6,-56,-98
0,39,-60,1,6,-93,-68
0,40,-60,1,6,-115,-27
0,41,-60,1,6,-117,22
0,42,-60,1,6,-91,77
0,43,-60,1,6,-43,110
0,44,-60,1,6,23,117
0,45,-60,1,6,77,97
0,46,-60,1,6,113,58
0,47,-60,1,6,125,2
0,48,-60,1,6,114,-46
0,49,-60,1,6,85,-86
0,50,-60,1,6,49,-106
0,51,-60,1,6,13,-107
0,52,-60,1,6,-25,-92
0,53,-60,1,6,-51,-69
0,54,-60,1,6,-72,-40
0,55,-60,1,6,-81,-12
0,56,-60,1,6,-79,16
0,57,-60,1,6,-67,48
0,58,-60,1,6,-45,78
0,59,-60,1,6,-17,101
0,60,-60,1,6,20,116
0,61,-60,1,6,55,109
0,62,-60,1,6,91,79
0,63,-60,1,6,112,36
0,64,-60,1,6,116,-13
0,65,-60,1,6,97,-61
0,66,-60,1,6,59,-93
0,67,-60,1,6,0,-107
0,68,-60,1,6,-55,-96
0,69,-60,1,6,-97,-65
0,70,-60,1,6,-119,-14
0,71,-60,1,6,-114,35
0,72,-60,1,6,-89,78
0,73,-60,1,6,-45,110
0,74,-60,1,6,-2,118
0,75,-60,1,6,41,105
0,76,-60,1,6,68,77
0,77,-60,1,6,82,41
0,78,-60,1,6,83,1
0,79,-60,1,6,73,-28
0,80,-60,1,6,54,-53
0,81,-60,1,6,30,-73
0,82,-60,1,6,2,-88
0,83,-60,1,6,-32,-99
0,84,-60,1,6,-63,-95
0,85,-60,1,6,-90,-75
0,86,-60,1,6,-111,-33
0,87,-60,1,6,-117,15
0,88,-60,1,6,-99,69
0,89,-60,1,6,-64,103
0,90,-60,1,6,-14,116
0,91,-60,1,6,46,101
0,92,-60,1,6,89,67
0,93,-60,1,6,115,15
0,94,-60,1,6,114,-33
0,95,-60,1,6,92,-74
0,96,-60,1,6,50,-105
0,97,-60,1,6,6,-115
0,98,-60,1,6,-35,-110
0,99,-60,1,6,-70,-87
0,100,-60,1,6,-88,-56
0,101,-60,1,6,-95,-15
0,102,-60,1,6,-88,22
0,103,-60,1,6,-70,53
0,104,-60,1,6,-38,74
0,105,-60,1,6,-3,80
0,106,-60,1,6,35,77
0,107,-60,1,6,66,71
0,108,-60,1,6,91,57
0,109,-60,1,6,110,27
0,110,-60,1,6,113,-12
0,111,-60,1,6,99,-57
0,112,-60,1,6,64,-97
0,113,-60,1,6,19,-113
0,114,-60,1,6,-36,-102
0,115,-60,1,6,-78,-69
0,116,-60,1,6,-104,-22
0,117,-60,1,6,-109,34
0,118,-60,1,6,-92,77
0,119,-60,1,6,-51,107
0,120,-60,1,6,-4,115
0,121,-60,1,6,44,106
